CVE_ENT,CVE_MUN,NOM_ENT,NOM_MUN,NOMTIPO,COBERTURA,GM,FACTOR_UNO,MUN_AFRO,PTOT,PTOT*,P3MAS,P3MAS*,PIND,PIND*,RESP,RESP*,PHLI,PHLI*,PADI,PADI*,PAFRO,PAFRO*,P3a17T,P3a17T*,P3a17I,P3a17I*,P3a17R,P3a17R*,P3a17HLI,P3a17HLI*,P3a17AI,P3a17AI*,P3a17AF,P3a17AF*,P3a5T,P3a5T*,P3a5I,P3a5I*,P3a5R,P3a5R*,P3a5HLI,P3a5HLI*,P3a5AI,P3a5AI*,P6a11T,P6a11T*,P6a11I,P6a11I*,P6a11R,P6a11R*,P6a11HLI,P6a11HLI*,P6a11AI,P6a11AI*,P12a14T,P12a14T*,P12a14I,P12a14I*,P12a14R,P12a14R*,P12a14HLI,P12a14HLI*,P12a14AI,P12a14AI*,P15a17T,P15a17T*,P15a17I,P15a17I*,P15a17R,P15a17R*,P15a17HLI,P15a17HLI*,P15a17AI,P15a17AI*,PA3a17T,PA3a17T*,PA3a17I,PA3a17I*,PA3a17R,PA3a17R*,PA3a17HLI,PA3a17HLI*,PA3a17AI,PA3a17AI*,PA3a5T,PA3a5T*,PA3a5I,PA3a5I*,PA3a5R,PA3a5R*,PA3a5HLI,PA3a5HLI*,PA3a5AI,PA3a5AI*,PA6a11T,PA6a11T*,PA6a11I,PA6a11I*,PA6a11R,PA6a11R*,PA6a11HLI,PA6a11HLI*,PA6a11AI,PA6a11AI*,PA12a14T,PA12a14T*,PA12a14I,PA12a14I*,PA12a14R,PA12a14R*,PA12a14HLI,PA12a14HLI*,PA12a14AI,PA12a14AI*,PA15a17T,PA15a17T*,PA15a17I,PA15a17I*,PA15a17R,PA15a17R*,PA15a17HLI,PA15a17HLI*,PA15a17AI,PA15a17AI*,PANALF_T,PANALF_T*,PANALF_I,PANALF_I*,PANALF_R,PANALF_R*,PANALF_HLI,PANALF_HLI*,PANALF_AI,PANALF_AI*,PANALF_AF,PANALF_AF*,PEB_20a29_T,PEB_20a29_T*,PEB_20a29_I,PEB_20a29_I*,PEB_20a29_R,PEB_20a29_R*,PEB_20a29_HLI,PEB_20a29_HLI*,PEB_20a29_AI,PEB_20a29_AI*,PEMS_20a29_T,PEMS_20a29_T*,PEMS_20a29_I,PEMS_20a29_I*,PEMS_20a29_R,PEMS_20a29_R*,PEMS_20a29_HLI,PEMS_20a29_HLI*,PEMS_20a29_AI,PEMS_20a29_AI*,P_P,P_PE,P_PM,P_VC,P_VI,P_NP
07,107,Chiapas,Villa Corzo,Municipio con presencia indígena,Municipio muestreado,Alto,0,0,79003,,74378,,6573,,72430,,5374,,7634,,n.a.,,24388,,2820,,21568,,2495,,3071,,n.a.,,5194,,695,*,4499,,573,*,674,*,9351,,1124,,8227,,1005,,1217,,4893,,519,*,4374,,469,*,594,*,4950,,482,*,4468,,448,*,586,*,19358,,1572,,17786,,1345,,1837,,3273,,290,*,2983,,229,*,283,*,8744,,892,,7852,,773,,997,,4187,,273,*,3914,,241,*,352,*,3154,,117,*,3037,,102,*,205,*,9680,,1320,,8360,,1280,,1440,,n.a.,,8320,,241,*,8079,,190,*,377,*,4570,,29,*,4541,,15,*,103,*,64466,26364,38102,10796,755,1497
07,108,Chiapas,Villaflores,Municipio con población indígena dispera,Municipio muestreado,Alto,0,0,104833,,98931,,2940,,101893,,2367,,3135,,n.a.,,29943,,1166,,28777,,977,*,1142,,n.a.,,6118,,n.a.,,n.a.,,n.a.,,n.a.,,12022,,n.a.,,n.a.,,n.a.,,n.a.,,6263,,n.a.,,n.a.,,n.a.,,n.a.,,5540,,n.a.,,n.a.,,n.a.,,n.a.,,25203,,n.a.,,n.a.,,n.a.,,n.a.,,4325,,n.a.,,n.a.,,n.a.,,n.a.,,11530,,n.a.,,n.a.,,n.a.,,n.a.,,5501,,n.a.,,n.a.,,n.a.,,n.a.,,3847,,n.a.,,n.a.,,n.a.,,n.a.,,9748,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,12210,,n.a.,,n.a.,,n.a.,,n.a.,,7659,,n.a.,,n.a.,,n.a.,,n.a.,,86448,24724,61724,23451,2378,6249
07,109,Chiapas,Yajalón,Municipio indígena,Municipio muestreado,Muy alto,0,0,37833,,35124,,31267,,6566,,23468,,30617,,n.a.,,13269,,11293,,1976,,8091,,10931,,n.a.,,2836,,2380,,456,*,1559,,2325,,5404,,4608,,796,,3284,,4473,,2553,,2170,,383,*,1638,,2114,,2476,,2135,,341,*,1610,,2019,,9696,,7946,,1750,,5238,,7713,,1631,,1273,,358,,739,,1260,,4754,,3997,,757,,2742,,3864,,1987,,1637,,350,,1139,,1608,,1324,,1039,,285,,618,,981,,6489,,6193,,296,*,5974,,6020,,n.a.,,3559,,2636,,923,,1918,,2690,,2192,,1481,,711,,1004,,1544,,23289,11483,11806,4425,402,1479
07,110,Chiapas,San Lucas,Municipio con población indígena dispera,Municipio muestreado,Muy alto,0,0,7202,,6699,,863,,6339,,610,,1008,,n.a.,,2523,,336,,2187,,206,,332,,n.a.,,574,,n.a.,,n.a.,,n.a.,,n.a.,,974,,n.a.,,n.a.,,n.a.,,n.a.,,499,,n.a.,,n.a.,,n.a.,,n.a.,,476,,n.a.,,n.a.,,n.a.,,n.a.,,2055,,n.a.,,n.a.,,n.a.,,n.a.,,345,,n.a.,,n.a.,,n.a.,,n.a.,,941,,n.a.,,n.a.,,n.a.,,n.a.,,459,,n.a.,,n.a.,,n.a.,,n.a.,,310,,n.a.,,n.a.,,n.a.,,n.a.,,1121,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,651,,n.a.,,n.a.,,n.a.,,n.a.,,190,*,n.a.,,n.a.,,n.a.,,n.a.,,7115,4268,2847,145,20,7
07,111,Chiapas,Zinacantán,Municipio indígena,Municipio censado,Muy alto,0,0,41112,,38169,,41042,,70,*,37796,,40394,,n.a.,,15946,,15922,,24,*,15763,,15636,,n.a.,,3340,,3332,,8,*,3280,,3248,,6710,,6705,,5,*,6641,,6576,,3136,,3129,,7,*,3108,,3085,,2760,,2756,,4,*,2734,,2727,,9876,,9867,,9,*,9767,,9684,,1274,,1270,,4,*,1248,,1233,,6032,,6028,,4,*,5980,,5913,,1927,,1926,,1,*,1910,,1902,,643,,643,,n.a.,,629,,636,,9123,,9115,,8,*,9083,,9034,,n.a.,,1383,,1380,,3,*,1342,,1355,,376,,376,,n.a.,,360,,365,,40915,25583,15331,629,31,20
07,112,Chiapas,San Juan Cancuc,Municipio indígena,Municipio censado,Muy alto,0,0,34829,,31549,,34810,,19,*,31471,,34493,,n.a.,,15359,,15359,,0,,15319,,15235,,n.a.,,3547,,3547,,0,,3522,,3514,,6387,,6387,,0,,6378,,6335,,2943,,2943,,0,,2939,,2923,,2482,,2482,,0,,2480,,2463,,11581,,11581,,n.a.,,11571,,11491,,1712,,1712,,n.a.,,1710,,1694,,6001,,6001,,n.a.,,5997,,5951,,2511,,2511,,n.a.,,2508,,2498,,1357,,1357,,n.a.,,1356,,1348,,6402,,6402,,n.a.,,6397,,6341,,n.a.,,1796,,1795,,1,*,1791,,1782,,690,,689,,1,*,687,,683,,35086,27368,7718,136,16,1
07,113,Chiapas,Aldama,Municipio indígena,Municipio censado,Alto,0,0,6712,,6060,,6706,,6,*,6032,,6653,,n.a.,,2951,,2947,,4,*,2934,,2932,,n.a.,,734,,734,,0,,730,,732,,1253,,1250,,3,*,1244,,1244,,502,,501,,1,*,499,,499,,462,,462,,0,,461,,457,,2255,,2255,,n.a.,,2250,,2247,,444,,444,,n.a.,,443,,443,,1210,,1210,,n.a.,,1208,,1205,,401,,401,,n.a.,,399,,400,,200,,200,,n.a.,,200,,199,,862,,862,,n.a.,,860,,852,,n.a.,,365,,365,,n.a.,,365,,364,,97,*,97,*,n.a.,,97,*,97,*,6764,3694,3070,25,2,0
07,114,Chiapas,Benemérito de las Américas,Municipio con presencia indígena,Municipio muestreado,Alto,0,0,20193,,18590,,8020,,12173,,5054,,7555,,n.a.,,7641,,3127,,4514,,1669,,2837,,n.a.,,1625,,630,,995,,286,,563,,3055,,1239,,1816,,654,,1132,,1571,,643,,928,,366,,588,,1390,,615,,775,,363,,554,,5963,,2399,,3564,,1233,,2184,,978,,370,,608,,165,*,348,,2857,,1145,,1712,,596,,1060,,1323,,538,,785,,286,,479,,805,,346,,459,,186,*,297,,2033,,1151,,882,,1036,,1139,,n.a.,,2075,,690,,1385,,422,,619,,881,,255,*,626,,137,*,230,*,14518,6828,7690,1687,123,261
07,115,Chiapas,Maravilla Tenejapa,Municipio indígena,Municipio censado,Muy alto,1,0,12945,,11806,,7549,,5396,,5431,,9300,,n.a.,,5125,,3136,,1989,,2187,,3793,,n.a.,,1149,,697,,452,,431,,841,,1995,,1198,,797,,810,,1453,,1034,,648,,386,,488,,777,,947,,593,,354,,458,,722,,3856,,2319,,1537,,1616,,2825,,807,,477,,330,,303,,584,,1887,,1125,,762,,755,,1372,,767,,489,,278,,375,,581,,395,,228,,167,,183,,288,,1634,,1139,,495,,1042,,1308,,n.a.,,723,,336,,387,,277,,458,,281,,145,,136,,118,,179,,12567,6988,5579,347,111,64
07,116,Chiapas,Marqués de Comillas,Municipio indígena,Municipio muestreado,Alto,0,0,11444,,10527,,7153,,4291,,5064,,6325,,n.a.,,4450,,2982,,1468,,2000,,2523,,n.a.,,973,,635,,338,,386,,529,,1734,,1143,,591,,754,,978,,981,,685,,296,,483,,570,,762,,519,,243,,377,,446,,3541,,2347,,1194,,1595,,2004,,676,,436,,240,,272,,367,,1629,,1068,,561,,714,,917,,811,,568,,243,,409,,489,,425,,275,,150,,200,,231,,1432,,1115,,317,,1039,,977,,n.a.,,913,,433,,480,,323,,450,,337,,123,*,214,*,67,*,136,*,10649,4910,5738,2204,17,69
07,117,Chiapas,Montecristo de Guerrero,Municipio con población indígena dispera,Municipio muestreado,Alto,0,0,7682,,7102,,145,*,7537,,46,*,445,,n.a.,,2695,,57,*,2638,,10,*,166,*,n.a.,,620,,n.a.,,n.a.,,n.a.,,n.a.,,1048,,n.a.,,n.a.,,n.a.,,n.a.,,493,,n.a.,,n.a.,,n.a.,,n.a.,,534,,n.a.,,n.a.,,n.a.,,n.a.,,2189,,n.a.,,n.a.,,n.a.,,n.a.,,351,,n.a.,,n.a.,,n.a.,,n.a.,,1003,,n.a.,,n.a.,,n.a.,,n.a.,,450,,n.a.,,n.a.,,n.a.,,n.a.,,385,,n.a.,,n.a.,,n.a.,,n.a.,,849,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,760,,n.a.,,n.a.,,n.a.,,n.a.,,278,*,n.a.,,n.a.,,n.a.,,n.a.,,7496,2908,4587,243,11,11
07,118,Chiapas,San Andrés Duraznal,Municipio indígena,Municipio censado,Muy alto,0,0,5163,,4679,,5097,,66,*,4527,,5021,,n.a.,,2098,,2075,,23,*,2020,,2041,,n.a.,,485,,481,,4,*,460,,466,,871,,863,,8,*,844,,848,,396,,390,,6,*,384,,387,,346,,341,,5,*,332,,340,,1492,,1476,,16,*,1448,,1450,,241,,239,,2,*,231,,232,,801,,793,,8,,777,,778,,309,,304,,5,*,302,,301,,141,*,140,*,1,*,138,*,139,*,881,,866,,15,*,855,,866,,n.a.,,323,,317,,6,*,312,,322,,60,*,57,*,3,*,57,*,60,*,5198,3306,1892,16,10,0
07,119,Chiapas,Santiago el Pinar,Municipio indígena,Municipio censado,Muy alto,0,0,3684,,3376,,3684,,0,,3372,,3667,,n.a.,,1611,,1611,,0,,1608,,1604,,n.a.,,374,,374,,0,,373,,372,,664,,664,,0,,663,,661,,306,,306,,0,,306,,305,,267,,267,,0,,266,,266,,1239,,1239,,n.a.,,1237,,1234,,175,,175,,n.a.,,175,,174,,629,,629,,n.a.,,628,,626,,261,,261,,n.a.,,261,,261,,174,,174,,n.a.,,173,,173,,779,,779,,n.a.,,778,,775,,n.a.,,333,,333,,n.a.,,333,,332,,108,*,108,*,n.a.,,108,*,107,*,3690,2039,1651,37,0,0
08,000,Chihuahua,Total estatal,,,,,,3556574,,3371444,,139174,,3417400,,90173,,401195,,2738,*,1010861,,50085,,960776,,29586,,113569,,487,*,198164,,10883,,187281,,5831,,22085,,410483,,20423,,390060,,12356,,45682,,208191,,9743,,198448,,5908,,23674,,194023,,9036,,184987,,5491,,22128,,821580,,33174,,788406,,17518,,86033,,100109,,4226,,95883,,1760,,9878,,392046,,17918,,374128,,10259,,42919,,189980,,7166,,182814,,3821,,20107,,139445,,3864,,135581,,1678,,13129,,66495,,21419,,45076,,20299,,28688,,187,*,480461,,9209,,471252,,4888,,42063,,294627,,4334,,290293,,2103,*,20431,,1090437,77413,1013024,993098,459041,1177965
08,001,Chihuahua,Ahumada,Municipio con población indígena dispera,Municipio muestreado,Muy bajo,0,0,12568,,11794,,75,*,12493,,61,*,898,,n.a.,,3969,,34,*,3935,,29,*,262,*,n.a.,,823,,n.a.,,n.a.,,n.a.,,n.a.,,1546,,n.a.,,n.a.,,n.a.,,n.a.,,827,,n.a.,,n.a.,,n.a.,,n.a.,,773,,n.a.,,n.a.,,n.a.,,n.a.,,3020,,n.a.,,n.a.,,n.a.,,n.a.,,317,*,n.a.,,n.a.,,n.a.,,n.a.,,1487,,n.a.,,n.a.,,n.a.,,n.a.,,742,,n.a.,,n.a.,,n.a.,,n.a.,,474,,n.a.,,n.a.,,n.a.,,n.a.,,276,*,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,1221,,n.a.,,n.a.,,n.a.,,n.a.,,539,,n.a.,,n.a.,,n.a.,,n.a.,,5341,193,5149,4806,1836,2312
08,002,Chihuahua,Aldama,Municipio con población indígena dispera,Municipio muestreado,Muy bajo,0,0,24761,,23472,,416,*,24345,,185,*,2917,,n.a.,,7203,,146,*,7057,,31,*,825,,n.a.,,1506,,n.a.,,n.a.,,n.a.,,n.a.,,2908,,n.a.,,n.a.,,n.a.,,n.a.,,1467,,n.a.,,n.a.,,n.a.,,n.a.,,1322,,n.a.,,n.a.,,n.a.,,n.a.,,6107,,n.a.,,n.a.,,n.a.,,n.a.,,897,,n.a.,,n.a.,,n.a.,,n.a.,,2858,,n.a.,,n.a.,,n.a.,,n.a.,,1371,,n.a.,,n.a.,,n.a.,,n.a.,,981,,n.a.,,n.a.,,n.a.,,n.a.,,521,*,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,3397,,n.a.,,n.a.,,n.a.,,n.a.,,1689,,n.a.,,n.a.,,n.a.,,n.a.,,8884,266,8618,7897,3232,6911
08,003,Chihuahua,Allende,Municipio con población indígena dispera,Municipio muestreado,Bajo,0,0,8751,,8417,,224,*,8527,,104,*,598,,n.a.,,2060,,72,*,1988,,21,*,138,*,n.a.,,390,,n.a.,,n.a.,,n.a.,,n.a.,,769,,n.a.,,n.a.,,n.a.,,n.a.,,390,,n.a.,,n.a.,,n.a.,,n.a.,,511,,n.a.,,n.a.,,n.a.,,n.a.,,1809,,n.a.,,n.a.,,n.a.,,n.a.,,288,,n.a.,,n.a.,,n.a.,,n.a.,,756,,n.a.,,n.a.,,n.a.,,n.a.,,379,,n.a.,,n.a.,,n.a.,,n.a.,,386,,n.a.,,n.a.,,n.a.,,n.a.,,287,*,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,999,,n.a.,,n.a.,,n.a.,,n.a.,,626,,n.a.,,n.a.,,n.a.,,n.a.,,3420,324,3097,2523,1015,2206
08,004,Chihuahua,Aquiles Serdán,Municipio con población indígena dispera,Municipio muestreado,Muy bajo,0,0,15516,,14304,,290,*,15226,,132,*,1718,,n.a.,,5062,,102,*,4960,,14,*,507,,n.a.,,1255,,n.a.,,n.a.,,n.a.,,n.a.,,2167,,n.a.,,n.a.,,n.a.,,n.a.,,911,,n.a.,,n.a.,,n.a.,,n.a.,,729,,n.a.,,n.a.,,n.a.,,n.a.,,4020,,n.a.,,n.a.,,n.a.,,n.a.,,672,,n.a.,,n.a.,,n.a.,,n.a.,,2123,,n.a.,,n.a.,,n.a.,,n.a.,,825,,n.a.,,n.a.,,n.a.,,n.a.,,400,,n.a.,,n.a.,,n.a.,,n.a.,,156,*,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,2514,,n.a.,,n.a.,,n.a.,,n.a.,,954,,n.a.,,n.a.,,n.a.,,n.a.,,4359,118,4241,4116,2407,5511
08,005,Chihuahua,Ascensión,Municipio con población indígena dispera,Municipio muestreado,Bajo,0,0,24966,,23429,,548,*,24418,,273,*,2370,,n.a.,,8151,,218,*,7933,,74,*,727,,n.a.,,1729,,n.a.,,n.a.,,n.a.,,n.a.,,3262,,n.a.,,n.a.,,n.a.,,n.a.,,1649,,n.a.,,n.a.,,n.a.,,n.a.,,1511,,n.a.,,n.a.,,n.a.,,n.a.,,6100,,n.a.,,n.a.,,n.a.,,n.a.,,713,,n.a.,,n.a.,,n.a.,,n.a.,,3095,,n.a.,,n.a.,,n.a.,,n.a.,,1367,,n.a.,,n.a.,,n.a.,,n.a.,,925,,n.a.,,n.a.,,n.a.,,n.a.,,584,*,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,2402,,n.a.,,n.a.,,n.a.,,n.a.,,1103,,n.a.,,n.a.,,n.a.,,n.a.,,14821,1053,13767,8643,2060,1809
08,006,Chihuahua,Bachíniva,Municipio con población indígena dispera,Municipio muestreado,Bajo,0,0,6156,,5901,,47,*,6109,,20,*,339,*,n.a.,,1508,,17,*,1491,,2,*,49,*,n.a.,,277,,n.a.,,n.a.,,n.a.,,n.a.,,625,,n.a.,,n.a.,,n.a.,,n.a.,,323,,n.a.,,n.a.,,n.a.,,n.a.,,283,,n.a.,,n.a.,,n.a.,,n.a.,,1233,,n.a.,,n.a.,,n.a.,,n.a.,,144,*,n.a.,,n.a.,,n.a.,,n.a.,,615,,n.a.,,n.a.,,n.a.,,n.a.,,301,,n.a.,,n.a.,,n.a.,,n.a.,,173,*,n.a.,,n.a.,,n.a.,,n.a.,,252,*,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,505,,n.a.,,n.a.,,n.a.,,n.a.,,161,*,n.a.,,n.a.,,n.a.,,n.a.,,2348,208,2140,3058,204,834
08,007,Chihuahua,Balleza,Municipio indígena,Municipio censado,Muy alto,0,0,16824,,15696,,9532,,7292,,7606,,11446,,n.a.,,5782,,3715,,2067,,3077,,4289,,n.a.,,1193,,797,,396,,626,,894,,2350,,1552,,798,,1322,,1772,,1202,,758,,444,,617,,890,,1037,,608,,429,,512,,733,,3695,,1975,,1720,,1551,,2464,,399,,186,*,213,,126,*,245,,1949,,1168,,781,,958,,1392,,892,,476,,416,,364,,605,,455,,145,*,310,,103,*,222,,2845,,2453,,392,,2392,,2583,,n.a.,,1030,,280,,750,,173,*,461,,506,,79,*,427,,42,*,173,*,7740,2536,5204,3083,383,605
08,008,Chihuahua,Batopilas,Municipio indígena,Municipio censado,Muy alto,0,0,11289,,10349,,6794,,4495,,5375,,7044,,n.a.,,4197,,2775,,1422,,2297,,2817,,n.a.,,947,,609,,338,,486,,642,,1718,,1174,,544,,994,,1186,,770,,507,,263,,412,,500,,762,,485,,277,,405,,489,,2533,,1476,,1057,,1147,,1514,,387,,174,*,213,,122,*,200,,1391,,882,,509,,719,,903,,501,,292,,209,,215,,286,,254,,128,*,126,*,91,*,125,*,2352,,1967,,385,,1901,,1944,,n.a.,,482,,129,*,353,,78,*,152,*,192,*,44,*,148,*,26,*,47,*,5683,2531,3152,289,106,33
08,009,Chihuahua,Bocoyna,Municipio con presencia indígena,Municipio muestreado,Alto,0,0,27909,,26401,,8570,,19339,,6406,,14868,,n.a.,,8650,,2745,,5905,,1909,,4578,,n.a.,,1619,,544,,1075,,321,*,861,,3448,,1122,,2326,,854,,1849,,1915,,596,,1319,,424,,1009,,1668,,483,,1185,,310,*,859,,6975,,1883,,5092,,1307,,3480,,824,,157,*,667,,66,*,375,*,3328,,1036,,2292,,782,,1744,,1769,,487,,1282,,343,,904,,1054,,203,*,851,,116,*,457,,2427,,1801,,626,*,1720,,2106,,n.a.,,2761,,418,*,2343,,251,*,1121,,1510,,205,*,1305,,119,*,503,*,13835,2659,11176,6143,1176,2325
08,010,Chihuahua,Buenaventura,Sin clasificar,Municipio con muestra insuficiente,Bajo,0,0,23438,,22061,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,7707,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,1489,,n.d.,,n.d.,,n.d.,,n.d.,,3219,,n.d.,,n.d.,,n.d.,,n.d.,,1491,,n.d.,,n.d.,,n.d.,,n.d.,,1508,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
08,011,Chihuahua,Camargo,Municipio con población indígena dispera,Municipio muestreado,Muy bajo,0,0,51572,,49081,,785,*,50787,,461,*,4827,,n.a.,,13850,,290,*,13560,,147,*,1264,,n.a.,,2546,,n.a.,,n.a.,,n.a.,,n.a.,,5601,,n.a.,,n.a.,,n.a.,,n.a.,,2601,,n.a.,,n.a.,,n.a.,,n.a.,,3102,,n.a.,,n.a.,,n.a.,,n.a.,,11769,,n.a.,,n.a.,,n.a.,,n.a.,,1609,,n.a.,,n.a.,,n.a.,,n.a.,,5487,,n.a.,,n.a.,,n.a.,,n.a.,,2435,,n.a.,,n.a.,,n.a.,,n.a.,,2238,,n.a.,,n.a.,,n.a.,,n.a.,,1033,*,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,6957,,n.a.,,n.a.,,n.a.,,n.a.,,3548,,n.a.,,n.a.,,n.a.,,n.a.,,21400,642,20758,14384,7641,12580
08,012,Chihuahua,Carichí,Municipio indígena,Municipio con muestra insuficiente,Muy alto,0,0,9211,,8735,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,2803,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,621,,n.d.,,n.d.,,n.d.,,n.d.,,1129,,n.d.,,n.d.,,n.d.,,n.d.,,519,,n.d.,,n.d.,,n.d.,,n.d.,,534,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
08,013,Chihuahua,Casas Grandes,Municipio con población indígena dispera,Municipio muestreado,Bajo,0,0,11432,,10836,,101,*,11331,,29,*,933,,n.a.,,3275,,44,*,3231,,6,*,248,*,n.a.,,611,,n.a.,,n.a.,,n.a.,,n.a.,,1336,,n.a.,,n.a.,,n.a.,,n.a.,,672,,n.a.,,n.a.,,n.a.,,n.a.,,656,,n.a.,,n.a.,,n.a.,,n.a.,,2655,,n.a.,,n.a.,,n.a.,,n.a.,,247,*,n.a.,,n.a.,,n.a.,,n.a.,,1303,,n.a.,,n.a.,,n.a.,,n.a.,,635,,n.a.,,n.a.,,n.a.,,n.a.,,470,,n.a.,,n.a.,,n.a.,,n.a.,,266,*,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,1322,,n.a.,,n.a.,,n.a.,,n.a.,,638,,n.a.,,n.a.,,n.a.,,n.a.,,4868,233,4635,4117,1270,2350
08,014,Chihuahua,Coronado,Municipio con población indígena dispera,Municipio censado,Bajo,1,0,2096,,2004,,11,,2085,,5,,12,,n.a.,,463,,1,,462,,0,,2,,n.a.,,111,,n.a.,,n.a.,,n.a.,,n.a.,,177,,n.a.,,n.a.,,n.a.,,n.a.,,94,,n.a.,,n.a.,,n.a.,,n.a.,,81,,n.a.,,n.a.,,n.a.,,n.a.,,407,,n.a.,,n.a.,,n.a.,,n.a.,,77,,n.a.,,n.a.,,n.a.,,n.a.,,176,,n.a.,,n.a.,,n.a.,,n.a.,,90,,n.a.,,n.a.,,n.a.,,n.a.,,64,,n.a.,,n.a.,,n.a.,,n.a.,,76,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,276,,n.a.,,n.a.,,n.a.,,n.a.,,151,,n.a.,,n.a.,,n.a.,,n.a.,,1123,51,1072,854,80,137
08,015,Chihuahua,Coyame del Sotol,Municipio con población indígena dispera,Municipio censado,Bajo,1,0,1684,,1607,,76,,1608,,70,,226,,n.a.,,402,,23,,379,,22,,49,,n.a.,,79,,n.a.,,n.a.,,n.a.,,n.a.,,157,,n.a.,,n.a.,,n.a.,,n.a.,,83,,n.a.,,n.a.,,n.a.,,n.a.,,83,,n.a.,,n.a.,,n.a.,,n.a.,,302,,n.a.,,n.a.,,n.a.,,n.a.,,47,,n.a.,,n.a.,,n.a.,,n.a.,,147,,n.a.,,n.a.,,n.a.,,n.a.,,69,,n.a.,,n.a.,,n.a.,,n.a.,,39,,n.a.,,n.a.,,n.a.,,n.a.,,98,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,131,,n.a.,,n.a.,,n.a.,,n.a.,,52,,n.a.,,n.a.,,n.a.,,n.a.,,498,33,465,1143,21,98
08,016,Chihuahua,La Cruz,Municipio con población indígena dispera,Municipio censado,Bajo,1,1,3861,,3689,,65,,3796,,47,,294,,1,,1090,,25,,1065,,19,,90,,1,,203,,n.a.,,n.a.,,n.a.,,n.a.,,425,,n.a.,,n.a.,,n.a.,,n.a.,,238,,n.a.,,n.a.,,n.a.,,n.a.,,224,,n.a.,,n.a.,,n.a.,,n.a.,,945,,n.a.,,n.a.,,n.a.,,n.a.,,133,,n.a.,,n.a.,,n.a.,,n.a.,,420,,n.a.,,n.a.,,n.a.,,n.a.,,226,,n.a.,,n.a.,,n.a.,,n.a.,,166,,n.a.,,n.a.,,n.a.,,n.a.,,78,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,477,,n.a.,,n.a.,,n.a.,,n.a.,,221,,n.a.,,n.a.,,n.a.,,n.a.,,1594,79,1515,1772,147,530
08,017,Chihuahua,Cuauhtémoc,Municipio con presencia indígena,Municipio muestreado,Muy bajo,0,0,168482,,158959,,7899,,160583,,4337,*,24949,,n.a.,,48334,,2743,*,45591,,1321,*,7305,,n.a.,,9330,,757,*,8573,,410,*,1515,*,19354,,919,*,18435,,402,*,2754,*,10114,,524,*,9590,,242,*,1620,*,9536,,543,*,8993,,267,*,1416,*,38783,,1497,*,37286,,446,*,5273,,4377,,202,*,4175,,57,*,511,*,18787,,800,,17987,,293,*,2593,,9024,,300,*,8724,,76,*,1307,,6595,,195,*,6400,,20,*,862,*,2796,*,492,*,2304,*,457,*,1010,*,n.a.,,20939,,829,*,20110,,450,*,2854,,12951,,405,*,12546,,223,*,1315,*,59866,3036,56830,57800,24947,45823
